施設名,パートナー,所在地,カテゴリ,金額,金額（税抜・万円/年）,状況,住所,GoogleMap,GoogleマップURL,経度,緯度,契約期間（年）,契約期間(詳細）,掲載元URL,備考,,,,,,,,
前橋市【粕川総合グランド】（愛称：ザ・野菜 粕川総合グランド）,有限会社高橋農園,群馬県,スポーツ施設,年額20万円（税抜）,20,契約期間中,群馬県前橋市粕川町西田面189,地図を見る,https://www.google.co.jp/maps/search/群馬県前橋市粕川町西田面189,139.2122442,36.4113283,3,3年（2025年～2027年）,https://www.city.maebashi.gunma.jp/soshiki/zaimu/zaisei/gyomu/3/19374.html,なし,,,,,,,,
前橋市【下増田運動場】（愛称：コーエィtonan前橋フットボールセンター下増田運動場）,株式会社図南クラブ,群馬県,スポーツ施設,年額101万円（税抜）,101,契約期間中,群馬県前橋市下増田町277,地図を見る,https://www.google.co.jp/maps/search/群馬県前橋市下増田町277,139.1600695,36.3447472,3,3年（2026年～2028年）,https://www.city.maebashi.gunma.jp/soshiki/zaimu/zaisei/gyomu/3/19374.html,なし,,,,,,,,
前橋市【桃ノ木川グランド】（愛称：登利平 桃ノ木川グランド）,株式会社登利平,群馬県,スポーツ施設,年額20万円（税抜）,20,契約期間中,群馬県前橋市東片貝町417-4,地図を見る,https://www.google.co.jp/maps/search/群馬県前橋市東片貝町417-4,139.1133238,36.3862607,3,3年（2025年～2027年）,https://www.city.maebashi.gunma.jp/soshiki/zaimu/zaisei/gyomu/3/19374.html,なし,,,,,,,,
前橋市【前橋総合運動公園市民球場】（愛称：前橋総合運動公園グレースイン前橋市民球場）,有限会社ケイティエスホテルシステムズ,群馬県,スポーツ施設,年額50万円（税抜）,50,契約期間中,群馬県前橋市荒口町437-2,地図を見る,https://www.google.co.jp/maps/search/群馬県前橋市荒口町437-2,139.1619334,36.3771589,3,3年（2025年～2027年）,https://www.city.maebashi.gunma.jp/soshiki/zaimu/zaisei/gyomu/3/19374.html,なし,,,,,,,,
前橋市【前橋総合運動公園陸上競技場】（愛称：前橋総合運動公園群馬電工陸上競技場）,群馬電工株式会社,群馬県,スポーツ施設,年額50万円（税抜）,50,契約期間中,群馬県前橋市荒口町437-2,地図を見る,https://www.google.co.jp/maps/search/群馬県前橋市荒口町437-2,139.1619334,36.3771589,3,3年（2025年～2027年）,https://www.city.maebashi.gunma.jp/soshiki/zaimu/zaisei/gyomu/3/19374.html,前橋総合運動公園サッカー場 愛称：前橋総合運動公園群馬電工サッカー場 含む,,,,,,,,
前橋市【宮城体育館】（愛称：滋野堤水堂 宮城体育館）,株式会社滋野堤水堂,群馬県,スポーツ施設,年額70万円（税抜）,70,契約期間中,群馬県前橋市鼻毛石町1561,地図を見る,https://www.google.co.jp/maps/search/群馬県前橋市鼻毛石町1561,139.1762153,36.4425928,3,3年（2025年～2027年）,https://www.city.maebashi.gunma.jp/soshiki/zaimu/zaisei/gyomu/3/19374.html,なし,,,,,,,,
前橋市【大胡総合運動公園】（愛称：大野工業大胡総合運動公園）,株式会社大野工業,群馬県,スポーツ施設,年額20万円（税抜）,20,契約期間中,群馬県前橋市堀越町473-4,地図を見る,https://www.google.co.jp/maps/search/群馬県前橋市堀越町473-4,139.1447136,36.4328043,3,3年（2025年～2027年）,https://www.city.maebashi.gunma.jp/soshiki/zaimu/zaisei/gyomu/3/19374.html,なし,,,,,,,,
前橋市【清里方面運動場】（愛称：関水清里方面運動場）,株式会社関水,群馬県,スポーツ施設,年額20万円（税抜）,20,契約期間中,群馬県前橋市青梨子町591,地図を見る,https://www.google.co.jp/maps/search/群馬県前橋市青梨子町591,139.0150625,36.4140866,3,3年（2025年～2027年）,https://www.city.maebashi.gunma.jp/soshiki/zaimu/zaisei/gyomu/3/19374.html,なし,,,,,,,,
前橋市【富士見総合グランド】（愛称：tonan富士見総合グランド）,株式会社図南クラブ,群馬県,スポーツ施設,年額10万円（税抜）,10,契約期間中,群馬県前橋市富士見町皆沢315-1,地図を見る,https://www.google.co.jp/maps/search/群馬県前橋市富士見町皆沢315-1,139.1209466,36.476637,3,3年（2026年～2028年）,https://www.city.maebashi.gunma.jp/soshiki/zaimu/zaisei/gyomu/3/19374.html,なし,,,,,,,,
前橋市【総合福祉会館】（愛称：K’BIXまえばし福祉会館）,ケービックス株式会社,群馬県,文化交流施設,年額100万円（税抜）,100,契約期間中,群馬県前橋市日吉町二丁目17-10,地図を見る,https://www.google.co.jp/maps/search/群馬県前橋市日吉町二丁目17-10,139.0797296,36.3983268,3,3年（2025年～2027年）,https://www.city.maebashi.gunma.jp/soshiki/zaimu/zaisei/gyomu/3/19374.html,なし,,,,,,,,
前橋市【朝倉児童館】（愛称：グローバルキッズパーク 児童館あさくら),ハッピーライフケア株式会社,群馬県,教育施設等,年額60万円（税抜）,60,契約期間中,群馬県前橋市朝倉町170-3 ほか,地図を見る,https://www.google.co.jp/maps/search/群馬県前橋市朝倉町170-3 ほか,139.0974621,36.3665313,3,3年（2025年～2027年）,https://www.city.maebashi.gunma.jp/soshiki/zaimu/zaisei/gyomu/3/19374.html,大友児童館 愛称：グローバルキッズパーク 児童館 下小出児童館 愛称：グローバルキッズパーク 児童館下小出 含む,,,,,,,,
前橋市【敷島公園ばら園】（愛称：敷島公園門倉テクノばら園）,門倉テクノ株式会社,群馬県,公園・屋外空間,年額152万円（税抜）,152,契約期間中,群馬県前橋市敷島町262,地図を見る,https://www.google.co.jp/maps/search/群馬県前橋市敷島町262,139.0482821,36.4204296,3,3年（2025年～2027年）,https://www.city.maebashi.gunma.jp/soshiki/zaimu/zaisei/gyomu/3/19374.html,なし,,,,,,,,
前橋市【前橋公園】（愛称：楽歩堂前橋公園）,株式会社楽歩堂,群馬県,公園・屋外空間,年額80万円（税抜）,80,契約期間中,群馬県前橋市大手町3丁目,地図を見る,https://www.google.co.jp/maps/search/群馬県前橋市大手町3丁目,139.0621399,36.3942201,3,3年（2025年～2027年）,https://www.city.maebashi.gunma.jp/soshiki/zaimu/zaisei/gyomu/3/19374.html,※中央児童遊園を除く,,,,,,,,
前橋市【前橋こども公園】（愛称：ハイノート前橋こども公園）,株式会社アサヒ商会,群馬県,公園・屋外空間,年額151万円（税抜）,151,契約期間中,群馬県前橋市西片貝町五丁目8,地図を見る,https://www.google.co.jp/maps/search/群馬県前橋市西片貝町五丁目8,139.0844422,36.3900644,3,3年（2025年～2027年）,https://www.city.maebashi.gunma.jp/soshiki/zaimu/zaisei/gyomu/3/19374.html,※児童文化センターを除く,,,,,,,,
前橋市【大胡ぐりーんふらわー牧場】（愛称：ソーラーエコ大胡ぐりーんふらわー牧場）,株式会社ソーラーエコ,群馬県,公園・屋外空間,年額22万円（税抜）,22,契約期間中,群馬県前橋市滝窪町852-1,地図を見る,https://www.google.co.jp/maps/search/群馬県前橋市滝窪町852-1,139.1340719,36.4573089,3,3年（2025年～2027年）,https://www.city.maebashi.gunma.jp/soshiki/zaimu/zaisei/gyomu/3/19374.html,なし,,,,,,,,
前橋市【足軽茂木公園】（愛称：NSP群馬足軽茂木公園）,株式会社NSP群馬,群馬県,公園・屋外空間,年額20万円（税抜）,20,契約期間中,群馬県前橋市茂木町898-1,地図を見る,https://www.google.co.jp/maps/search/群馬県前橋市茂木町898-1,139.1456896,36.4022171,3,3年（2025年～2027年）,https://www.city.maebashi.gunma.jp/soshiki/zaimu/zaisei/gyomu/3/19374.html,なし,,,,,,,,
前橋市【東ふれあい公園】（愛称：エリアトラスト東ふれあい公園）,株式会社エリアトラスト,群馬県,公園・屋外空間,年額30万円（税抜）,30,契約期間中,群馬県前橋市箱田町554-2ほか,地図を見る,https://www.google.co.jp/maps/search/群馬県前橋市箱田町554-2ほか,139.0468885,36.3716127,3,3年（2025年～2027年）,https://www.city.maebashi.gunma.jp/soshiki/zaimu/zaisei/gyomu/3/19374.html,なし,,,,,,,,
前橋市【荻窪温泉あいのやまの湯】（愛称：コーエィあいのやまの湯）,コーエィ株式会社,群馬県,その他,年額100万円（税抜）,100,契約期間中,群馬県前橋市荻窪町530-1,地図を見る,https://www.google.co.jp/maps/search/群馬県前橋市荻窪町530-1,139.1297228,36.4265171,3,3年（2026年～2028年）,https://www.city.maebashi.gunma.jp/soshiki/zaimu/zaisei/gyomu/3/19374.html,なし,,,,,,,,
前橋市【粕川温泉元気ランド】（愛称：粕川温泉コーエィ元気ランド）,コーエィ株式会社,群馬県,その他,年額50万円（税抜）,50,契約期間中,群馬県前橋市粕川町月田372-1,地図を見る,https://www.google.co.jp/maps/search/群馬県前橋市粕川町月田372-1,139.2062206,36.4333016,3,3年（2026年～2028年）,https://www.city.maebashi.gunma.jp/soshiki/zaimu/zaisei/gyomu/3/19374.html,なし,,,,,,,,
前橋市【富士温泉見晴らしの湯ふれあい館】（愛称：富士見温泉見晴らしの湯 NSP群馬）,株式会社NSP群馬,群馬県,その他,年額55万円（税抜）,55,契約期間中,群馬県前橋市富士見町石井1569-1,地図を見る,https://www.google.co.jp/maps/search/群馬県前橋市富士見町石井1569-1,139.0944223,36.4692682,3,3年（2026年～2028年）,https://www.city.maebashi.gunma.jp/soshiki/zaimu/zaisei/gyomu/3/19374.html,なし,,,,,,,,
前橋市【城東町立体駐車場】（愛称：広瀬川サンワパーキング）,株式会社サンワ,群馬県,交通・インフラ,年額100万円（税抜）,100,契約期間中,群馬県前橋市城東町二丁目3-8,地図を見る,https://www.google.co.jp/maps/search/群馬県前橋市城東町二丁目3-8,139.0731333,36.3937337,5,5年（2024年～2028年）,https://www.city.maebashi.gunma.jp/soshiki/zaimu/zaisei/gyomu/3/19374.html,なし,,,,,,,,
前橋市【前橋プラザ元気21】（愛称：ミヤケン元気21）,株式会社ミヤケン,群馬県,文化交流施設,年額150万円（税抜）,150,契約期間中,群馬県前橋市本町二丁目12-1 ほか,地図を見る,https://www.google.co.jp/maps/search/群馬県前橋市本町二丁目12-1 ほか,139.0711515,36.3899088,3,3年（2026年～2028年）,https://www.city.maebashi.gunma.jp/soshiki/zaimu/zaisei/gyomu/3/19374.html,前橋市民交流プラザ等駐車場 愛称：ミヤケン元気21パーキング 含む,,,,,,,,
前橋市【駒形駅南口第一駐車場】（愛称：駒形駅南口 sowa delight 第一駐車場）,株式会社ソウワ・ディライト,群馬県,交通・インフラ,年額20万円（税抜）,20,契約期間中,群馬県前橋市小屋原町946-1,地図を見る,https://www.google.co.jp/maps/search/群馬県前橋市小屋原町946-1,139.1385249,36.3542508,3,3年（2025年～2027年）,https://www.city.maebashi.gunma.jp/soshiki/zaimu/zaisei/gyomu/3/19374.html,駒形駅南口第二駐車場・南口自転車等駐車場 愛称：駒形駅南口 sowa delight第二駐車場 駒形駅南口自転車等駐車場 愛称：駒形駅南口自転車等駐車場（infinite loop） 含む,,,,,,,,
前橋市【前橋大島駅北口駐車場】（愛称：土木の菅原 前橋大島駅北口駐車場）,株式会社菅原,群馬県,交通・インフラ,年額15万円（税抜）,15,契約期間中,群馬県前橋市天川大島町1310-1,地図を見る,https://www.google.co.jp/maps/search/群馬県前橋市天川大島町1310-1,139.1104071,36.3704586,3,3年（2026年～2028年）,https://www.city.maebashi.gunma.jp/soshiki/zaimu/zaisei/gyomu/3/19374.html,前橋大島駅南口駐車場 愛称：土木の菅原 前橋大島駅南口駐車場 含む,,,,,,,,
川越市【川越市文化芸術振興・市民活動拠点施設「大ホール」】（愛称：ヤオコー大ホール）,株式会社ヤオコー,埼玉県,文化交流施設,"年額736万3,636円（税抜）",737,契約期間中,埼玉県川越市新宿町1-17-17,地図を見る,https://www.google.co.jp/maps/search/埼玉県川越市新宿町1-17-17,139.4791783,35.9040895,4,4年（2026年4月1日～2030年3月31日）,https://www.city.kawagoe.saitama.jp/sangyo/kokoku/1020816.html,川越市文化芸術振興・市民活動拠点施設「小ホール（リハーサル室）」愛称：ヤオコー小ホール 含む,,,,,,,,
川口市【ペデストリアンデッキ】（愛称：デイパーク?デイパーク株式会社）,デイパーク株式会社,埼玉県,交通・インフラ,非公表,,契約期間中,埼玉県川口市川口1-1,地図を見る,https://www.google.co.jp/maps/search/埼玉県川口市川口1-1,139.7182646,35.8012435,3,3年（2023年10月1日～2026年9月30日）,https://www.city.kawaguchi.lg.jp/soshiki/01120/020/1/5729.html,※募集概要にペデストリアンデッキは1橋あたり月額2万5千円以上（税抜）の記載あり,,,,,,,,
川口市【きぞろなかよし歩道橋】（愛称：美しい住み良い街へ㈱塗装のミドリヤ）,株式会社塗装のミドリヤ,埼玉県,交通・インフラ,非公表,,契約期間中,埼玉県川口市大字木曽呂715,地図を見る,https://www.google.co.jp/maps/search/埼玉県川口市大字木曽呂715,139.7239219,35.864396,3,3年（2025年2月1日～2028年1月31日）,https://www.city.kawaguchi.lg.jp/soshiki/01120/020/1/5729.html,※募集概要に歩道橋1橋あたり月額1万5千円以上（税抜）の記載あり,,,,,,,,
川口市【ペデストリアンデッキ】（愛称：あたらしいを、あたりまえに J：COM）,株式会社ジェイコム川口戸田,埼玉県,交通・インフラ,非公表,,契約期間中,埼玉県川口市川口1-1,地図を見る,https://www.google.co.jp/maps/search/埼玉県川口市川口1-1,139.7182646,35.8012435,3,3年（2025年4月1日～2028年3月31日）,https://www.city.kawaguchi.lg.jp/soshiki/01120/020/1/5729.html,※募集概要にペデストリアンデッキは1橋あたり月額2万5千円以上（税抜）の記載あり,,,,,,,,
